site_sys,term,contrast,null.value,estimate,std.error,df,statistic,adj.p.value,cov,param
Central_grain,cc_trt,cc effect,0,-0.0117477563060713,0.006332858579513617,13.030287376688111,-1.8550479469215566,0.08634985182598955,sand,saturation
Central_silage,cc_trt,cc effect,0,0.007267303775188307,0.006842385957466516,14.478394519149184,1.0621008257007358,0.30558555306364726,sand,saturation
East_grain,cc_trt,cc effect,0,0.010949173724523425,0.007201424099808605,13.77092170592185,1.5204178469109222,0.15103019775212828,sand,saturation
West_grain,cc_trt,cc effect,0,-8.127653351944313e-4,0.007455090306110242,15.32880712160124,-0.10902152781815175,0.914599799270404,sand,saturation
