site_sys,cc_trt,term,estimate,std.error,statistic,p.value
Central_silage,cc,Thr,0.3193301027160513,0.04360263000968399,7.323643152835716,1.2407783257387681e-8
Central_silage,cc,Ths,0.4966457932189745,0.011891317057595802,41.76541511873428,4.2591411121877635e-32
Central_silage,cc,alp,0.024614952120482717,0.028764245887780596,0.8557482166059306,0.3977970887472002
Central_silage,cc,scal,0.8672747831264072,0.3581719152364688,2.421392482863497,0.02062787565870033
Central_silage,no,Thr,0.3022582990240429,0.034846008753916205,8.674115338677726,2.0149644267963265e-9
Central_silage,no,Ths,0.49865379314742503,0.010281494256741809,48.50012855091043,1.459977509200461e-28
Central_silage,no,alp,0.0418651279088235,0.0300758042841278,1.391986977748668,0.1748853016165839
Central_silage,no,scal,0.7824220179264649,0.23664795984640274,3.3062698636163983,0.0025984631699251725
Central_grain,cc,Thr,0.3082667114308709,0.01212352396840503,25.427154038235177,1.3522052980425955e-24
Central_grain,cc,Ths,0.4832388552312951,0.006062104087249734,79.71470767842453,4.3234771245836656e-42
Central_grain,cc,alp,0.02188567623625121,0.013244138186818714,1.6524802087940327,0.10713343791033707
Central_grain,cc,scal,1.0364183744345683,0.181415316977869,5.712959587425585,1.6813040990227094e-6
Central_grain,no,Thr,0.31192509625411496,0.014392454862452102,21.6728208797711,3.013953395544072e-22
Central_grain,no,Ths,0.5129902865511665,0.00790912008722972,64.86060154522809,6.887234433182486e-39
Central_grain,no,alp,0.021004297482558117,0.014543043879767879,1.444284817965726,0.15730652274103904
Central_grain,no,scal,1.0741673972304866,0.20811414513107251,5.161433868678001,9.165850160518772e-6
West_grain,cc,Thr,0.25736742910525834,0.11347877389345021,2.2679785855539025,0.031238716344788614
West_grain,cc,Ths,0.433807993574116,0.02002898311053347,21.659012401182334,4.966562758799426e-19
West_grain,cc,alp,0.03627837897615653,0.060026916527095124,0.6043685245731569,0.550464929644285
West_grain,cc,scal,0.7171375828273588,0.576550626001092,1.2438414780699598,0.22387101396478545
West_grain,no,Thr,0.27120150503798446,0.057640703243363595,4.705034633129827,6.211107158996277e-5
West_grain,no,Ths,0.47874281622300563,0.02127066970893104,22.507181145405735,1.7925934114989476e-19
West_grain,no,alp,0.06451434992530992,0.07391650959112578,0.8728002753671061,0.3901956195651628
West_grain,no,scal,0.7465024098963142,0.39811856248621547,1.875075618766611,0.07124772687045301
East_grain,no,Thr,0.371467297408027,0.01492397923831875,24.890633488302438,2.7989330495010298e-24
East_grain,no,Ths,0.48904769067164205,0.00757371527728998,64.57170262764785,8.077186741243304e-39
East_grain,no,alp,0.11001704129077933,0.06193022584258993,1.776467626170349,0.08410809331894722
East_grain,no,scal,0.7182213686902842,0.21214560712610478,3.3855113872961557,0.0017295421665440083
East_grain,cc,Thr,0.36610534506661474,0.01557092075419496,23.51211921542805,5.599070682386065e-20
East_grain,cc,Ths,0.5101460399497203,0.008804252509376644,57.94314047744634,1.05154071808083e-30
East_grain,cc,alp,0.15103810340039006,0.06953252001384744,2.172193721302072,0.038463689197959554
East_grain,cc,scal,0.6829370640223295,0.18476442751623548,3.696258382649544,9.427957025608652e-4
