site_sys,respvar,cc,no,contrast,est_diff,diff_se,diff_pval
Central_grain,silt,39.772000000018025,40.3990000000182,cc - no,-0.6270000000001753,0.20596977942407102,0.0025748223526778666
Central_silage,silt,41.312999999999,40.793241120360335,cc - no,0.5197588796386704,0.23011347055433273,0.024733605963771575
East_grain,silt,55.5524999999986,55.557499999998704,cc - no,-0.005000000000098814,0.23028121405143043,0.9826940089891921
West_grain,silt,41.8962500000014,44.727500000001356,cc - no,-2.8312499999999496,0.23028121405143043,1.1850346654611672e-27
