site_sys,cc_trt,term,estimate,std.error,statistic,p.value
East_grain,no,Thr,0.36329475737709216,0.00986161001690959,36.8392946744147,3.529642398869195e-30
East_grain,no,Ths,0.4763798387388714,0.0060647254667651924,78.54928328568897,7.325137118417644e-42
East_grain,no,alp,0.08500167883195343,0.04325096756633775,1.965312769051444,0.05712981473273956
East_grain,no,scal,0.8237953320542277,0.18759768982297187,4.391287189259149,9.482638916035057e-5
East_grain,cc,Thr,0.34940852171149894,0.016595948964048573,21.053844071731884,1.0504691591699713e-18
East_grain,cc,Ths,0.486535048118525,0.011364850593422023,42.81050983636614,4.593770416813463e-27
East_grain,cc,alp,0.109489932993964,0.07904716516072373,1.3851215634531877,0.17695248139094272
East_grain,cc,scal,0.8139457196963399,0.28315737395227264,2.874534780201535,0.007643147296388148
West_grain,cc,Thr,0.25635916928223623,0.10295387785476082,2.4900389827364005,0.018979632305479215
West_grain,cc,Ths,0.42930193324539323,0.021066462201924405,20.378454110162686,2.479597220837131e-18
West_grain,cc,alp,0.03513484120011991,0.060578096783247264,0.579992490121221,0.5665580782642832
West_grain,cc,scal,0.7399781763561993,0.5810545613097994,1.2735089363865557,0.21330857156473423
West_grain,no,Thr,0.2710665126434458,0.047650674361491764,5.688618603528189,4.243839236234747e-6
West_grain,no,Ths,0.47396539024047174,0.020663602081072846,22.93721048154561,1.0833865078120899e-19
West_grain,no,alp,0.056766665594367965,0.06471869747507168,0.8771292966183895,0.38788042471631634
West_grain,no,scal,0.8014754030008366,0.3872238335826507,2.0697987403964024,0.04781016467109213
Central_grain,no,Thr,0.30675857665381734,0.012906280704997997,23.768162467985384,1.3431840792970968e-23
Central_grain,no,Ths,0.5093383822622638,0.007831465559986827,65.03742860909938,6.249273633974697e-39
Central_grain,no,alp,0.021052557720197596,0.013198162760764867,1.5951127518128552,0.11942982460415899
Central_grain,no,scal,1.083257344323105,0.18761747888281266,5.773754933567336,1.394273377609395e-6
Central_grain,cc,Thr,0.30071842588704917,0.011080811143155005,27.138665392092093,1.4513724054496365e-25
Central_grain,cc,Ths,0.4771426090980337,0.0060982061240674864,78.24310943097163,8.42422675674044e-42
Central_grain,cc,alp,0.022307334129788598,0.012377472557829788,1.8022527640893327,0.07988382144559976
Central_grain,cc,scal,1.041049581740904,0.1657460039564043,6.28099354971314,2.9320364262302935e-7
Central_silage,no,Thr,0.291803564633796,0.032365984304255545,9.015748196955933,9.001934414297258e-10
Central_silage,no,Ths,0.4863054169342529,0.010938415133247533,44.45848973642606,1.6191522247737358e-27
Central_silage,no,alp,0.0404897354274945,0.029825163615213555,1.3575695996128931,0.18544188688080643
Central_silage,no,scal,0.8072404498915107,0.23888510818941702,3.3791995491465827,0.0021549895122530355
Central_silage,cc,Thr,0.3106093507670615,0.0430107863510689,7.221661753211407,1.6842520729006205e-8
Central_silage,cc,Ths,0.4882021605493201,0.012966849614330575,37.65002102050861,1.643517008618044e-30
Central_silage,cc,alp,0.025060847207315717,0.029791643578953187,0.8412039148125543,0.40578682865570215
Central_silage,cc,scal,0.8723114040246204,0.36108434304188164,2.415810657078095,0.02090077568271743
