plot_id,term,estimate,std.error,statistic,p.value
St-1no,Thr,0.34273884699495394,0.019062313473687746,17.979918726446616,5.624668791563053e-5
St-1no,Ths,0.4636179850328734,0.004654518917193477,99.60599436395026,6.09140647324067e-8
St-1no,alp,0.10126107789971661,0.03220820629850605,3.1439527231422857,0.034715376516451416
St-1no,scal,0.5766599615498904,0.13201207696135053,4.368236413087573,0.01198460129468196
St-3no,Thr,0.3852725066806362,0.007250812032809037,53.13508403435715,7.509326222701445e-7
St-3no,Ths,0.497141544754151,0.005425053918452609,91.63808364432826,8.501636960472733e-8
St-3no,alp,0.11578311999120486,0.04938026424899058,2.344724592954597,0.0789692920045515
St-3no,scal,0.8266649323945101,0.1636587723632155,5.051149537892502,0.007225253444960313
St-5no,Thr,0.35388595973544673,0.008809617116464198,40.17041320377852,2.2947424112644026e-6
St-5no,Ths,0.4671654839379317,0.004892152633789569,95.49282675917965,7.210258142673175e-8
St-5no,alp,0.09456315797973204,0.03865857977702919,2.4461105018638367,0.07074099476533882
St-5no,scal,0.7729179509481072,0.1492712880284175,5.177941191215306,0.00661568919345105
St-7no,Thr,0.3546518725732657,0.01028598383080418,34.479139614352114,4.221764783186189e-6
St-7no,Ths,0.497663258455854,0.006073295603469827,81.94286775231662,1.329460828991887e-7
St-7no,alp,0.10597351332754879,0.04053261291587467,2.6145245939978388,0.059138257596567885
St-7no,scal,0.7677735160547813,0.14268308933093535,5.380970650796801,0.0057648960131575725
St-2cc,Thr,0.3538284412784171,0.008857248378546019,39.94789647487571,2.3461916193112667e-6
St-2cc,Ths,0.4746172927607563,0.004162500023497174,114.02217179136515,3.547899841067368e-8
St-2cc,alp,0.1302131888369727,0.03561028986068389,3.656616931409386,0.021644753431822934
St-2cc,scal,0.6644204789960295,0.10740822396792735,6.1859367416263105,0.0034706902228962087
St-4cc,Thr,0.30268922520364566,0.01584893645409371,19.098393515576394,4.428610940573279e-5
St-4cc,Ths,0.515022046876375,0.012370360179833933,41.63355305660057,1.9893392307399014e-6
St-4cc,alp,0.2844331487937901,0.09392079484379115,3.028436346464685,0.038840099266039645
St-4cc,scal,0.6348974626971304,0.1513603893801723,4.194607752378707,0.013755373092392673
St-6cc,Thr,0.36219428829254147,0.006421514368524469,56.4032512436418,5.915958961099699e-7
St-6cc,Ths,0.48727757128036464,0.004291881080427504,113.53473270788483,3.6092062690064636e-8
St-6cc,alp,0.07097268293949552,0.026415261648820722,2.6868059791739376,0.05483954426204802
St-6cc,scal,0.8875124161166057,0.1303800609229413,6.807117666873567,0.0024336712945953994
St-8cc,Thr,0.3522571239302178,0.011994661575787591,29.36782515325681,8.004137839752162e-6
St-8cc,Ths,0.47416685758709604,0.004408607212789935,107.5547978534983,4.481071299807315e-8
St-8cc,alp,0.10320628785288873,0.03261058708328547,3.1648092562487786,0.03402669280434178
St-8cc,scal,0.6539900076116119,0.121068975479674,5.401796827143456,0.0056854011073576936
St-9no,Thr,0.34508731511614865,0.009641573026636766,35.791598960333154,3.6372244859529314e-6
St-9no,Ths,0.4550510303372461,0.0037224758357271882,122.2441865088297,2.6856206541009044e-8
St-9no,alp,0.11441547187493108,0.03213478268223582,3.5604868720080134,0.023575745221764026
St-9no,scal,0.644221760462801,0.10948549504407766,5.884083185662579,0.004169828538877967
F-1cc,Thr,0.24565480606946596,0.027407889770237802,8.962923017014694,8.573234823113521e-4
F-1cc,Ths,0.38092259766524794,0.00526505832025174,72.34916965687756,2.1870772339574478e-7
F-1cc,alp,0.005196326785226619,0.0064443795334420614,0.8063346918444397,0.465257839618878
F-1cc,scal,1.0877169645937577,0.32981669675285213,3.2979439043040246,0.029991164861861444
F-6no,Thr,0.28625423071918443,0.016143562240572774,17.73178846486289,5.942761143224976e-5
F-6no,Ths,0.49331364386785453,0.006442433229220666,76.5725660345773,1.743270626834645e-7
F-6no,alp,0.058274739809108085,0.02133110005488764,2.7319144188138327,0.052339583709423196
F-6no,scal,0.78391821634488,0.12419805875822147,6.311839526179289,0.003222075323667401
F-5cc,Thr,0.11722254236340464,0.3540770268704919,0.33106508885785535,0.7572124139865726
F-5cc,Ths,0.4213591035619247,0.00798718158428669,52.754416450337274,7.728164047057761e-7
F-5cc,alp,0.035778608744279385,0.024177912531645484,1.4798055331472566,0.21302353788443254
F-5cc,scal,0.4526276056925166,0.20233455042684886,2.2370257810030205,0.08891480087823118
F-2no,Thr,0.25635659164870694,0.016533554993408018,15.505231134557398,1.0099275045974095e-4
F-2no,Ths,0.3835294903513279,0.0060230808228514884,63.67663022156736,3.6434871407002183e-7
F-2no,alp,0.010598835434181234,0.01156207890202694,0.9166894227233789,0.41117320658804446
F-2no,scal,1.0915621367490986,0.30351508619830275,3.596401583926284,0.022831183962240445
F-4no,Thr,0.271781305322439,0.011459139576396977,23.717426907186116,1.873921435698775e-5
F-4no,Ths,0.4377784254477802,0.005212126522251486,83.99228675260031,1.2044349067661682e-7
F-4no,alp,0.02980417821227443,0.014651708630157707,2.0341776488052936,0.11168059307890496
F-4no,scal,0.9479507351437815,0.1516075926512575,6.252660032168374,0.003336108389634755
F-3cc,Thr,0.22175916142534566,0.015191539270969367,14.597543900579028,1.2810483296369293e-4
F-3cc,Ths,0.39640312967901803,0.0035726769550737483,110.95409259324857,3.956788161798451e-8
F-3cc,alp,0.025439915950670574,0.009005384537025466,2.824967201131151,0.04758746113164158
F-3cc,scal,0.8327546457532274,0.11059383007858045,7.529847236157104,0.0016656831879449305
F-8cc,Thr,0.3372618529477941,0.009441803628921051,35.72006644098509,3.6663712791973153e-6
F-8cc,Ths,0.5103212642916151,0.004900404863322441,104.1385923255371,5.098442334413679e-8
F-8cc,alp,0.03683861527759253,0.014926715359303597,2.467965281767872,0.06909753951648023
F-8cc,scal,0.9424046860883046,0.12847732842005027,7.335182772536794,0.0018387598139078323
F-7no,Thr,0.26729729279089826,0.020874093911068148,12.805216548784818,2.1436289103198353e-4
F-7no,Ths,0.5747038322241158,0.00892432557218294,64.39745251063717,3.483202004911852e-7
F-7no,alp,0.13047155294960322,0.02960365397200817,4.407278678266238,0.011625179448779561
F-7no,scal,0.6409419065411018,0.0900406814458765,7.118359126661789,0.0020584885941988896
B42-p22,Thr,0.3011888173755129,0.010360946825848392,29.069622925205046,8.336335635767915e-6
B42-p22,Ths,0.5255420427282607,0.007223136889230255,72.7581452196825,2.1383463194585183e-7
B42-p22,alp,0.011710854500920487,0.007863922367561298,1.4891874504290372,0.21067459445069442
B42-p22,scal,1.2878773059965334,0.19932422687724888,6.461218117703551,0.002954870824639855
B42-p6,Thr,0.3099247737299528,0.012946373412369786,23.939118999443583,1.8058565989762598e-5
B42-p6,Ths,0.4744039144246816,0.005153576488538367,92.05333722702345,8.349327592794477e-8
B42-p6,alp,0.019524693620956206,0.011340051345964221,1.7217464917303742,0.16022222212041218
B42-p6,scal,0.9962167370671369,0.17097897570419338,5.826545240221041,0.004322108782933735
B42-p5,Thr,0.29597480352127836,0.010291246940771236,28.759858278077402,8.699853800538549e-6
B42-p5,Ths,0.4972342826839432,0.006208289477750586,80.09199385208166,1.456611090575132e-7
B42-p5,alp,0.04936208458098129,0.019265534986794865,2.5621964100563748,0.06249258428932922
B42-p5,scal,0.9285603849641164,0.12917548650480587,7.188363752975454,0.0019841673016274732
B42-p13,Thr,0.29970909294436265,0.011116321307845118,26.961175792287424,1.1251835025938145e-5
B42-p13,Ths,0.48247180300642906,0.0053102082800160775,90.85741604940745,8.797495965938798e-8
B42-p13,alp,0.024258077670553237,0.011897909316111966,2.038852123179601,0.11108848907349701
B42-p13,scal,1.0024604636092893,0.14818796663174164,6.764789924545491,0.002490998634760003
B42-p14,Thr,0.30867947593977174,0.014989070287322081,20.593637231847275,3.2841480665388784e-5
B42-p14,Ths,0.48369908042943155,0.007414285145490686,65.2388019799338,3.307100385993811e-7
B42-p14,alp,0.014112929282590309,0.01212938962417815,1.1635316961422582,0.3092888901726209
B42-p14,scal,1.1213555266315076,0.2480275474701261,4.5210926692188105,0.010649439290752308
B42-p15,Thr,0.309881961493601,0.006900248315670938,44.908813033559646,1.4702484101274365e-6
B42-p15,Ths,0.49448934186649085,0.0043521435154557165,113.61972327208802,3.598422034642509e-8
B42-p15,alp,0.009228585105202481,0.0049026947648893315,1.8823495134335164,0.1329198659252911
B42-p15,scal,1.2960234929963375,0.1530233721735348,8.469447997307192,0.0010651446756108427
B42-p12,Thr,0.31636136161759804,0.00319905787305661,98.89204077303036,6.269167850547314e-8
B42-p12,Ths,0.47147897734819927,0.0019687347992763996,239.48323437036285,1.8238970026152514e-9
B42-p12,alp,0.027315126268133243,0.005520895084782074,4.947590173090828,0.007774554001469235
B42-p12,scal,1.0578532637977338,0.06283076428613207,16.836549353120343,7.294466596541622e-5
B42-p34,Thr,0.281273978773506,0.012647476555227914,22.23953351842662,2.4200106114033964e-5
B42-p34,Ths,0.4879870115100173,0.007139534500835429,68.34997596172632,2.745227180264098e-7
B42-p34,alp,0.02003128495165872,0.012355326828654022,1.6212671044203297,0.18027789490055912
B42-p34,scal,1.0927822736614268,0.1850646150276042,5.90486881297339,0.004116440395520859
B42-p26,Thr,0.3055043038697265,0.013184042117281448,23.172279119866882,2.055433021328103e-5
B42-p26,Ths,0.5588229732940125,0.006846380892458499,81.62312060516139,1.3504049457046884e-7
B42-p26,alp,0.04663944303051651,0.016365933975666724,2.8497880475297768,0.04640574521397515
B42-p26,scal,0.8951296078999876,0.11457960619058434,7.812294331079186,0.0014488609313033074
B42-p27,Thr,0.30892642616167554,0.006865185889897027,44.99898926499559,1.4585177723047508e-6
B42-p27,Ths,0.4352854101794,0.0027142835515033643,160.36843679736694,9.069077155540493e-9
B42-p27,alp,0.0014810387135528501,0.0012072074273459877,1.226830352434853,0.28715943107851805
B42-p27,scal,1.4867285734349815,0.20248149795309056,7.342540372648843,0.0018318251940315036
B42-p2,Thr,0.3084846861316398,0.02138936505157358,14.422339578001878,1.3434317817598282e-4
B42-p2,Ths,0.49686241408526094,0.011484465284165886,43.26387008808377,1.706493112227347e-6
B42-p2,alp,0.05421664582735145,0.04022313558874126,1.3478970506348857,0.24896870759667944
B42-p2,scal,0.8744341856825593,0.24745802781681756,3.533666672272459,0.024150673971454286
B42-p11,Thr,0.22938407828516452,0.036943563987814454,6.209040317843321,0.00342334731470309
B42-p11,Ths,0.4586367572257508,0.006892311028972602,66.54324729366098,3.055495938294424e-7
B42-p11,alp,0.048701208807437994,0.01823209858177711,2.6711795457334024,0.05573752014570705
B42-p11,scal,0.6711645856059653,0.1374144056759903,4.884237444424171,0.008135731037057716
B42-p16,Thr,0.2631294734818994,0.06572427251686715,4.00353573201394,0.016082736825703527
B42-p16,Ths,0.4945990819913097,0.006723578510644335,73.56188095495463,2.0464686518651401e-7
B42-p16,alp,0.0489740905164262,0.01607405671301699,3.0467785071808486,0.038148248453097
B42-p16,scal,0.5798872502607887,0.14625692039824642,3.96485341467467,0.016610030259918765
B42-p20,Thr,0.3040858510362436,0.01209283195447184,25.145958546442454,1.4849554985119762e-5
B42-p20,Ths,0.4886837066224663,0.004867296435878218,100.4014678498397,5.9007041095457725e-8
B42-p20,alp,0.0148571349106074,0.007981761674344586,1.8613854330381743,0.13618186057967807
B42-p20,scal,1.0522157698649004,0.1541732537182693,6.824891766166407,0.002410083976591647
B42-p7,Thr,0.2769669924594589,0.03145377710576586,8.80552410377091,9.176619595835536e-4
B42-p7,Ths,0.4739487961057297,0.0069838033824225045,67.86399475371955,2.8246534477420687e-7
B42-p7,alp,0.02677838137212913,0.016088215580603266,1.6644718140409833,0.17134977479213528
B42-p7,scal,0.8127242162329766,0.1905097361978334,4.26605081951827,0.01299087831204241
B42-p10,Thr,0.2933482332636405,0.01924316377399028,15.244282941671996,1.0798563342233398e-4
B42-p10,Ths,0.4679115738343382,0.005349020914137212,87.47611597435893,1.0237997299196133e-7
B42-p10,alp,0.030223838972994597,0.014761907281290516,2.0474210003541202,0.11001203226871747
B42-p10,scal,0.8323149257322591,0.15382176377350387,5.410904837613279,0.0056510567922436914
B42-p21,Thr,0.36837542115041216,0.01001223973117751,36.792509073001256,3.258200682080981e-6
B42-p21,Ths,0.51609602588391,0.005871122203648718,87.90415324061429,1.0040123896491213e-7
B42-p21,alp,0.014976033703584203,0.011667470407749648,1.2835716038017098,0.26860507263683037
B42-p21,scal,1.1662200288642306,0.22936952419019907,5.084459380476245,0.007058703483101573
B42-p31,Thr,0.21696865248923108,0.06423614712557943,3.377672263952334,0.02784532158441887
B42-p31,Ths,0.4630399620415333,0.007406575717279941,62.51741421629379,3.921089929943822e-7
B42-p31,alp,0.04496065706168586,0.016571360498924388,2.7131542437088467,0.0533629597339239
B42-p31,scal,0.6127464467700531,0.15309447921986016,4.002407205618977,0.01609783268347114
B42-p18,Thr,0.35027921926675537,0.022223562848848948,15.761613997230773,9.466360378367515e-5
B42-p18,Ths,0.5148836865008132,0.005472990428849173,94.07721303270756,7.653964000837424e-8
B42-p18,alp,0.010042179877176942,0.008251938626266941,1.2169479599874193,0.2905133163421571
B42-p18,scal,1.0143081679046735,0.2288839436788326,4.431539196685371,0.011408402472773527
